LineId,Content,EventId,EventTemplate
1707,Finished task 11.0 in stage 28.0 (TID 1291). 2087 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1708,Got assigned task 1296,16,Got assigned task <:NUM:>
1709,Running task 16.0 in stage 28.0 (TID 1296),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1710,"Times: total = 41, boot = 12, init = 28, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1711,"Times: total = 42, boot = 17, init = 24, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1712,Got assigned task 1297,16,Got assigned task <:NUM:>
1713,Running task 17.0 in stage 28.0 (TID 1297),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1714,Found block rdd_42_15 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1715,Finished task 14.0 in stage 28.0 (TID 1294). 2087 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1716,Finished task 13.0 in stage 28.0 (TID 1293). 2087 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1717,Found block rdd_42_17 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1718,Got assigned task 1298,16,Got assigned task <:NUM:>
1719,Found block rdd_42_16 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1720,Running task 18.0 in stage 28.0 (TID 1298),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1721,Got assigned task 1299,16,Got assigned task <:NUM:>
1722,Running task 19.0 in stage 28.0 (TID 1299),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1723,Found block rdd_42_18 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1724,Found block rdd_42_19 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1725,"Times: total = 40, boot = 19, init = 21, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1726,"Times: total = 40, boot = 20, init = 20, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1727,"Times: total = 39, boot = 15, init = 24, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1728,Finished task 15.0 in stage 28.0 (TID 1295). 2087 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1729,Finished task 16.0 in stage 28.0 (TID 1296). 2087 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1730,Finished task 17.0 in stage 28.0 (TID 1297). 2087 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1731,Got assigned task 1300,16,Got assigned task <:NUM:>
1732,Running task 20.0 in stage 28.0 (TID 1300),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1733,"Times: total = 40, boot = 15, init = 25, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1734,Got assigned task 1301,16,Got assigned task <:NUM:>
1735,"Times: total = 42, boot = 16, init = 25, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1736,Running task 21.0 in stage 28.0 (TID 1301),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1737,Got assigned task 1302,16,Got assigned task <:NUM:>
1738,Running task 22.0 in stage 28.0 (TID 1302),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1739,Found block rdd_42_20 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1740,Finished task 18.0 in stage 28.0 (TID 1298). 2087 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1741,Finished task 19.0 in stage 28.0 (TID 1299). 2087 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1742,Got assigned task 1303,16,Got assigned task <:NUM:>
1743,Found block rdd_42_21 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1744,Running task 23.0 in stage 28.0 (TID 1303),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1745,Found block rdd_42_22 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1746,Got assigned task 1304,16,Got assigned task <:NUM:>
1747,Running task 24.0 in stage 28.0 (TID 1304),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1748,Found block rdd_42_24 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1749,Found block rdd_42_23 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1750,"Times: total = 42, boot = 22, init = 19, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1751,"Times: total = 38, boot = 18, init = 20, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1752,Finished task 20.0 in stage 28.0 (TID 1300). 2087 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1753,Finished task 21.0 in stage 28.0 (TID 1301). 2087 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1754,"Times: total = 42, boot = 14, init = 28, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1755,Got assigned task 1305,16,Got assigned task <:NUM:>
1756,Running task 25.0 in stage 28.0 (TID 1305),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1757,Got assigned task 1306,16,Got assigned task <:NUM:>
1758,Finished task 22.0 in stage 28.0 (TID 1302). 2087 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1759,Running task 26.0 in stage 28.0 (TID 1306),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1760,"Times: total = 39, boot = 15, init = 23, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1761,Found block rdd_42_25 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1762,Got assigned task 1307,16,Got assigned task <:NUM:>
1763,Running task 27.0 in stage 28.0 (TID 1307),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1764,Finished task 24.0 in stage 28.0 (TID 1304). 2087 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1765,"Times: total = 43, boot = 15, init = 27, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1766,Found block rdd_42_26 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1767,Finished task 23.0 in stage 28.0 (TID 1303). 2087 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1768,Got assigned task 1308,16,Got assigned task <:NUM:>
1769,Running task 28.0 in stage 28.0 (TID 1308),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1770,Found block rdd_42_27 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1771,Got assigned task 1309,16,Got assigned task <:NUM:>
1772,Running task 29.0 in stage 28.0 (TID 1309),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1773,Found block rdd_42_28 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1774,Found block rdd_42_29 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1775,"Times: total = 41, boot = 17, init = 23, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1776,"Times: total = 41, boot = 17, init = 24, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1777,Finished task 25.0 in stage 28.0 (TID 1305). 2087 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1778,Finished task 26.0 in stage 28.0 (TID 1306). 2087 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1779,"Times: total = 40, boot = 27, init = 13, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1780,Got assigned task 1310,16,Got assigned task <:NUM:>
1781,Running task 30.0 in stage 28.0 (TID 1310),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1782,Got assigned task 1311,16,Got assigned task <:NUM:>
1783,Running task 31.0 in stage 28.0 (TID 1311),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1784,"Times: total = 40, boot = 26, init = 14, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1785,Finished task 27.0 in stage 28.0 (TID 1307). 2087 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1786,Found block rdd_42_30 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1787,Finished task 28.0 in stage 28.0 (TID 1308). 2087 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1788,Got assigned task 1312,16,Got assigned task <:NUM:>
1789,"Times: total = 42, boot = 16, init = 25, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1790,Running task 32.0 in stage 28.0 (TID 1312),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1791,Found block rdd_42_31 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1792,Got assigned task 1313,16,Got assigned task <:NUM:>
1793,Running task 33.0 in stage 28.0 (TID 1313),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1794,Finished task 29.0 in stage 28.0 (TID 1309). 2087 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1795,Found block rdd_42_32 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1796,Got assigned task 1314,16,Got assigned task <:NUM:>
1797,Running task 34.0 in stage 28.0 (TID 1314),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1798,Found block rdd_42_33 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1799,Found block rdd_42_34 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1800,"Times: total = 40, boot = 18, init = 22, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1801,"Times: total = 41, boot = 19, init = 22, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1802,Finished task 30.0 in stage 28.0 (TID 1310). 2087 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1803,Finished task 31.0 in stage 28.0 (TID 1311). 2087 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1804,"Times: total = 40, boot = 15, init = 25, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1805,Got assigned task 1315,16,Got assigned task <:NUM:>
1806,Running task 35.0 in stage 28.0 (TID 1315),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1807,Got assigned task 1316,16,Got assigned task <:NUM:>
1808,Running task 36.0 in stage 28.0 (TID 1316),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1809,Finished task 32.0 in stage 28.0 (TID 1312). 2087 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1810,"Times: total = 42, boot = 16, init = 25, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1811,Found block rdd_42_35 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1812,Finished task 33.0 in stage 28.0 (TID 1313). 2087 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1813,Got assigned task 1317,16,Got assigned task <:NUM:>
1814,Running task 37.0 in stage 28.0 (TID 1317),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1815,"Times: total = 40, boot = 14, init = 25, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1816,Found block rdd_42_36 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1817,Got assigned task 1318,16,Got assigned task <:NUM:>
1818,Finished task 34.0 in stage 28.0 (TID 1314). 2087 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1819,Running task 38.0 in stage 28.0 (TID 1318),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1820,Found block rdd_42_37 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1821,Got assigned task 1319,16,Got assigned task <:NUM:>
1822,Running task 39.0 in stage 28.0 (TID 1319),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1823,Found block rdd_42_38 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1824,Found block rdd_42_39 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1825,"Times: total = 41, boot = 23, init = 18, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1826,"Times: total = 41, boot = 19, init = 22, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1827,Finished task 35.0 in stage 28.0 (TID 1315). 2087 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1828,Finished task 36.0 in stage 28.0 (TID 1316). 2087 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1829,"Times: total = 38, boot = 14, init = 24, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1830,Finished task 37.0 in stage 28.0 (TID 1317). 2087 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1831,"Times: total = 42, boot = 19, init = 22, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1832,"Times: total = 40, boot = 14, init = 26, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1833,Finished task 38.0 in stage 28.0 (TID 1318). 2087 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1834,Finished task 39.0 in stage 28.0 (TID 1319). 2087 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1835,Got assigned task 1320,16,Got assigned task <:NUM:>
1836,Got assigned task 1321,16,Got assigned task <:NUM:>
1837,Running task 0.0 in stage 29.0 (TID 1320),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1838,Running task 1.0 in stage 29.0 (TID 1321),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1839,Got assigned task 1322,16,Got assigned task <:NUM:>
1840,Running task 2.0 in stage 29.0 (TID 1322),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1841,Got assigned task 1323,16,Got assigned task <:NUM:>
1842,Running task 3.0 in stage 29.0 (TID 1323),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1843,Got assigned task 1324,16,Got assigned task <:NUM:>
1844,Running task 4.0 in stage 29.0 (TID 1324),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1845,Started reading broadcast variable 40,18,Started reading broadcast variable <:NUM:>
1846,"Block broadcast_40_piece0 stored as bytes in memory (estimated size 6.0 KB, free 874.3 KB)",19,Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
1847,Reading broadcast variable 40 took 10 ms,20,Reading broadcast variable <:NUM:> took <:NUM:> ms
1848,"Block broadcast_40 stored as values in memory (estimated size 9.9 KB, free 884.2 KB)",21,Block broadcast <:NUM:> stored as values in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
1849,Found block rdd_42_0 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1850,Found block rdd_42_4 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1851,Found block rdd_42_3 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1852,Found block rdd_42_2 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1853,Found block rdd_42_1 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1854,"Times: total = 40, boot = -79, init = 118, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1855,"Times: total = 39, boot = -75, init = 113, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1856,"Times: total = 40, boot = -80, init = 119, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1857,"Times: total = 41, boot = -85, init = 125, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1858,Finished task 3.0 in stage 29.0 (TID 1323). 2128 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1859,"Times: total = 42, boot = -74, init = 115, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1860,Finished task 4.0 in stage 29.0 (TID 1324). 2128 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1861,Finished task 0.0 in stage 29.0 (TID 1320). 2128 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1862,Finished task 2.0 in stage 29.0 (TID 1322). 2128 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1863,Finished task 1.0 in stage 29.0 (TID 1321). 2171 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1864,Got assigned task 1325,16,Got assigned task <:NUM:>
1865,Running task 5.0 in stage 29.0 (TID 1325),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1866,Got assigned task 1326,16,Got assigned task <:NUM:>
1867,Running task 6.0 in stage 29.0 (TID 1326),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1868,Got assigned task 1327,16,Got assigned task <:NUM:>
1869,Running task 7.0 in stage 29.0 (TID 1327),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1870,Got assigned task 1328,16,Got assigned task <:NUM:>
1871,Running task 8.0 in stage 29.0 (TID 1328),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1872,Got assigned task 1329,16,Got assigned task <:NUM:>
1873,Running task 9.0 in stage 29.0 (TID 1329),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1874,Found block rdd_42_5 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1875,Found block rdd_42_7 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1876,Found block rdd_42_8 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1877,Found block rdd_42_6 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1878,Found block rdd_42_9 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1879,"Times: total = 39, boot = 18, init = 20, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
